p_id,workclass,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,native_country,income,income_lev
28296,Private,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Husband,El-Salvador,<=50K,0
28297,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28298,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
28299,Public-sector,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,Canada,<=50K,0
28300,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Tech-support,Husband,United-States,>50K,1
28301,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,Cuba,>50K,1
28302,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28303,?,HS-grad,9,2,HS graduate,0,?,Own-child,United-States,<=50K,0
28304,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28305,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28306,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,<=50K,0
28307,Self-emp,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28308,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
28309,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28310,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
28311,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
28312,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
28313,Private,Some-college,10,3,Some college or associate's degree,1,Tech-support,Wife,United-States,<=50K,0
28314,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
28315,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
28316,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
28317,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28318,Self-emp,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28319,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28320,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,>50K,1
28321,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28322,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28323,Private,9th,5,1,Less than HS graduate,0,Craft-repair,Not-in-family,Jamaica,<=50K,0
28324,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28325,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28326,Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28327,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28328,Private,11th,7,1,Less than HS graduate,0,Sales,Own-child,United-States,<=50K,0
28329,Public-sector,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,United-States,>50K,1
28330,Private,HS-grad,9,2,HS graduate,0,Protective-serv,Unmarried,United-States,<=50K,0
28331,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
28332,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
28333,Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
28334,Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,<=50K,0
28335,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,?,<=50K,0
28336,Private,7th-8th,4,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28337,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
28338,Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
28339,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
28340,Private,Some-college,10,3,Some college or associate's degree,1,Other-service,Husband,United-States,<=50K,0
28341,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28342,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28343,Private,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,?,<=50K,0
28344,?,HS-grad,9,2,HS graduate,1,?,Wife,United-States,<=50K,0
28345,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28346,Self-emp,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,>50K,1
28347,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
28348,Self-emp,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
28349,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
28350,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
28351,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28352,Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
28353,Private,Assoc-voc,11,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28354,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28355,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Other-relative,United-States,<=50K,0
28356,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28357,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Other-relative,Peru,<=50K,0
28358,Public-sector,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
28359,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
28360,Public-sector,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,<=50K,0
28361,Self-emp,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
28362,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28363,Self-emp,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,>50K,1
28364,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28365,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
28366,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
28367,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,United-States,<=50K,0
28368,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
28369,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,<=50K,0
28370,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
28371,Private,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,United-States,>50K,1
28372,Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
28373,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
28374,Private,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
28375,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
28376,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
28377,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28378,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,>50K,1
28379,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28380,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Own-child,United-States,<=50K,0
28381,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28382,?,HS-grad,9,2,HS graduate,0,?,Own-child,United-States,<=50K,0
28383,Private,10th,6,1,Less than HS graduate,1,Other-service,Husband,El-Salvador,<=50K,0
28384,?,Bachelors,13,4,Bachelor's degree,0,?,Not-in-family,United-States,<=50K,0
28385,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
28386,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28387,Public-sector,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28388,Public-sector,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
28389,Public-sector,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,United-States,>50K,1
28390,Self-emp,Some-college,10,3,Some college or associate's degree,1,Farming-fishing,Husband,United-States,<=50K,0
28391,Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
28392,Public-sector,Assoc-voc,11,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
28393,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28394,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
28395,Private,Preschool,1,1,Less than HS graduate,0,Machine-op-inspct,Not-in-family,Puerto-Rico,<=50K,0
28396,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28397,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
28398,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
28399,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28400,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
28401,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,Mexico,<=50K,0
28402,Public-sector,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
28403,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28404,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
28405,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
28406,Self-emp,7th-8th,4,1,Less than HS graduate,0,Farming-fishing,Unmarried,United-States,<=50K,0
28407,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28408,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28409,Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
28410,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28411,Self-emp,10th,6,1,Less than HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
28412,Private,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Wife,United-States,<=50K,0
28413,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
28414,Private,9th,5,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28415,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28416,Private,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Husband,Mexico,<=50K,0
28417,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
28418,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28419,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
28420,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28421,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28422,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,Dominican-Republic,<=50K,0
28423,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28424,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28425,?,Some-college,10,3,Some college or associate's degree,1,?,Husband,United-States,<=50K,0
28426,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28427,Self-emp,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28428,Public-sector,9th,5,1,Less than HS graduate,1,Machine-op-inspct,Husband,United-States,>50K,1
28429,Public-sector,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
28430,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28431,Public-sector,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Unmarried,?,<=50K,0
28432,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28433,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,India,>50K,1
28434,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
28435,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
28436,Private,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
28437,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28438,Public-sector,Assoc-voc,11,3,Some college or associate's degree,1,Adm-clerical,Wife,United-States,<=50K,0
28439,Public-sector,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,Portugal,<=50K,0
28440,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
28441,Private,5th-6th,3,1,Less than HS graduate,1,Sales,Wife,El-Salvador,<=50K,0
28442,Private,5th-6th,3,1,Less than HS graduate,1,Other-service,Husband,Mexico,<=50K,0
28443,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28444,Self-emp,HS-grad,9,2,HS graduate,0,Farming-fishing,Unmarried,United-States,<=50K,0
28445,Private,7th-8th,4,1,Less than HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
28446,Public-sector,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,>50K,1
28447,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
28448,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28449,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
28450,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Sales,Wife,United-States,<=50K,0
28451,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28452,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,India,>50K,1
28453,Private,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Wife,United-States,>50K,1
28454,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28455,Public-sector,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
28456,Self-emp,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Unmarried,Nicaragua,<=50K,0
28457,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,United-States,>50K,1
28458,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
28459,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,United-States,>50K,1
28460,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
28461,Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
28462,Private,Bachelors,13,4,Bachelor's degree,1,Machine-op-inspct,Husband,United-States,<=50K,0
28463,Public-sector,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28464,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
28465,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
28466,Private,HS-grad,9,2,HS graduate,1,Other-service,Own-child,Jamaica,<=50K,0
28467,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
28468,Private,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28469,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
28470,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28471,Self-emp,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,>50K,1
28472,Private,9th,5,1,Less than HS graduate,1,Farming-fishing,Husband,Mexico,<=50K,0
28473,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Unmarried,Mexico,<=50K,0
28474,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Unmarried,United-States,<=50K,0
28475,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28476,?,Some-college,10,3,Some college or associate's degree,0,?,Not-in-family,Canada,<=50K,0
28477,Private,10th,6,1,Less than HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
28478,?,10th,6,1,Less than HS graduate,0,?,Not-in-family,United-States,<=50K,0
28479,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28480,Self-emp,Assoc-acdm,12,3,Some college or associate's degree,1,Craft-repair,Husband,Colombia,<=50K,0
28481,Private,9th,5,1,Less than HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
28482,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,?,<=50K,0
28483,Private,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Other-relative,El-Salvador,<=50K,0
28484,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
28485,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
28486,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28487,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Craft-repair,Husband,Yugoslavia,<=50K,0
28488,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28489,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28490,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28491,Private,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
28492,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28493,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
28494,Private,9th,5,1,Less than HS graduate,1,Other-service,Husband,Outlying-US(Guam-USVI-etc),<=50K,0
28495,Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
28496,Self-emp,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,<=50K,0
28497,Public-sector,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Not-in-family,United-States,<=50K,0
28498,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
28499,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Other-relative,United-States,<=50K,0
28500,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,?,<=50K,0
28501,Private,7th-8th,4,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28502,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
28503,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
28504,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
28505,Public-sector,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,?,<=50K,0
28506,Self-emp,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,>50K,1
28507,Private,1st-4th,2,1,Less than HS graduate,0,Priv-house-serv,Other-relative,Mexico,<=50K,0
28508,Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
28509,Private,Assoc-voc,11,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
28510,Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
28511,Private,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,Taiwan,>50K,1
28512,Private,Bachelors,13,4,Bachelor's degree,0,Other-service,Other-relative,United-States,<=50K,0
28513,Self-emp,Bachelors,13,4,Bachelor's degree,0,Sales,Unmarried,United-States,<=50K,0
28514,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28515,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Transport-moving,Not-in-family,Jamaica,<=50K,0
28516,Private,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
28517,Private,11th,7,1,Less than HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
28518,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,United-States,<=50K,0
28519,Public-sector,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28520,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28521,Private,Assoc-voc,11,3,Some college or associate's degree,0,Sales,Unmarried,United-States,<=50K,0
28522,Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
28523,Public-sector,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
28524,Private,7th-8th,4,1,Less than HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
28525,Public-sector,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28526,Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
28527,Private,10th,6,1,Less than HS graduate,0,Sales,Other-relative,United-States,<=50K,0
28528,Private,Prof-school,15,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
28529,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
28530,Public-sector,Assoc-voc,11,3,Some college or associate's degree,0,Prof-specialty,Unmarried,United-States,>50K,1
28531,Private,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28532,Private,11th,7,1,Less than HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28533,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28534,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,Canada,<=50K,0
28535,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
28536,Self-emp,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,United-States,>50K,1
28537,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
28538,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Unmarried,United-States,>50K,1
28539,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,<=50K,0
28540,Private,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
28541,Private,10th,6,1,Less than HS graduate,1,Machine-op-inspct,Own-child,United-States,<=50K,0
28542,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28543,?,Some-college,10,3,Some college or associate's degree,1,?,Husband,United-States,>50K,1
28544,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28545,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
28546,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28547,Private,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28548,?,HS-grad,9,2,HS graduate,1,?,Wife,United-States,<=50K,0
28549,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,United-States,<=50K,0
28550,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
28551,Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
28552,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28553,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
28554,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28555,Private,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28556,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28557,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,India,>50K,1
28558,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28559,Private,Assoc-voc,11,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28560,Private,7th-8th,4,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28561,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,Canada,>50K,1
28562,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
28563,Self-emp,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28564,Private,5th-6th,3,1,Less than HS graduate,1,Other-service,Husband,United-States,<=50K,0
28565,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28566,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28567,Private,10th,6,1,Less than HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28568,Public-sector,11th,7,1,Less than HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
28569,Private,Masters,14,5,Graduate or professional degree,1,Handlers-cleaners,Husband,United-States,<=50K,0
28570,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,>50K,1
28571,Public-sector,Assoc-acdm,12,3,Some college or associate's degree,1,Handlers-cleaners,Husband,United-States,<=50K,0
28572,Private,10th,6,1,Less than HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28573,Public-sector,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28574,Public-sector,Some-college,10,3,Some college or associate's degree,0,Tech-support,Unmarried,United-States,<=50K,0
28575,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Wife,Outlying-US(Guam-USVI-etc),<=50K,0
