p_id,age,workclass,fnlwgt,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev,education_cat
22065,18,Private,128086,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,18,United-States,0,1,Less than HS graduate
22066,25,Private,28473,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22067,48,Private,155509,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
22068,56,Private,165315,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,?,0,1,Less than HS graduate
22069,30,Private,171889,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,0,5,Graduate or professional degree
22070,41,Local-gov,185057,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
22071,59,Private,277034,Divorced,Tech-support,Unmarried,White,Male,0,0,60,United-States,1,2,HS graduate
22072,36,Private,166606,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
22073,30,Private,97453,Divorced,Sales,Unmarried,White,Female,0,0,54,United-States,0,2,HS graduate
22074,27,Private,136094,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
22075,19,?,61855,Never-married,?,Other-relative,White,Female,0,0,30,United-States,0,2,HS graduate
22076,30,Private,182771,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,15,China,0,4,Bachelor's degree
22077,47,Private,418961,Divorced,Sales,Unmarried,Black,Female,0,0,25,United-States,0,3,Some college or associate's degree
22078,39,Private,106961,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
22079,31,Private,81846,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0,2,HS graduate
22080,44,Private,105936,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22081,37,Private,36425,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
22082,28,Private,595088,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,63,United-States,0,3,Some college or associate's degree
22083,38,Private,149018,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22084,26,Private,229613,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
22085,44,Private,33521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
22086,40,Private,70539,Married-civ-spouse,Sales,Husband,White,Male,4386,0,50,United-States,0,3,Some college or associate's degree
22087,53,State-gov,105728,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,28,United-States,1,2,HS graduate
22088,31,Private,193215,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
22089,18,Private,137363,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
22090,43,Self-emp-inc,104892,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0,2,HS graduate
22091,30,Private,149427,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0,2,HS graduate
22092,19,State-gov,176634,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
22093,36,Private,183279,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22094,19,?,225775,Never-married,?,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22095,25,Private,202091,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,0,5,Graduate or professional degree
22096,36,Private,123151,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,1,Less than HS graduate
22097,22,Private,168187,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,0,3,Some college or associate's degree
22098,42,Federal-gov,33521,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,4,Bachelor's degree
22099,33,State-gov,243678,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22100,38,Private,164898,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
22101,21,?,262280,Married-civ-spouse,?,Wife,White,Female,3781,0,40,United-States,0,3,Some college or associate's degree
22102,33,State-gov,290614,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22103,52,Self-emp-not-inc,199265,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,2,HS graduate
22104,30,Private,207668,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,0,3,Some college or associate's degree
22105,18,State-gov,30687,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,0,3,Some college or associate's degree
22106,24,State-gov,27939,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,24,?,0,3,Some college or associate's degree
22107,17,Private,438996,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,0,1,Less than HS graduate
22108,48,Private,152915,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22109,66,?,186030,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,0,1,Less than HS graduate
22110,46,Local-gov,297759,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22111,55,Private,171242,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,1,2,HS graduate
22112,28,Private,206088,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
22113,33,Private,182792,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
22114,44,Private,167725,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,0,2,HS graduate
22115,43,Private,160674,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
22116,42,Private,194710,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22117,39,Private,255027,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
22118,23,Private,204641,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,0,1,Less than HS graduate
22119,20,State-gov,177787,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0,3,Some college or associate's degree
22120,29,Private,54932,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,1,3,Some college or associate's degree
22121,54,Self-emp-not-inc,91506,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,0,3,Some college or associate's degree
22122,34,Private,198634,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22123,30,Private,227146,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
22124,59,Private,135647,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,1,Less than HS graduate
22125,40,Private,55508,Divorced,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,0,1,Less than HS graduate
22126,37,Private,174912,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
22127,45,Private,175925,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22128,55,Self-emp-not-inc,157486,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1,5,Graduate or professional degree
22129,49,Local-gov,329144,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States,1,3,Some college or associate's degree
22130,67,?,81761,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,0,5,Graduate or professional degree
22131,49,Self-emp-not-inc,102318,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,0,3,Some college or associate's degree
22132,30,Federal-gov,266463,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
22133,56,Federal-gov,107314,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
22134,29,Private,114158,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22135,33,Private,124052,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22136,25,Private,144301,Never-married,Sales,Own-child,White,Male,0,0,42,United-States,0,3,Some college or associate's degree
22137,28,Private,176683,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,70,United-States,1,3,Some college or associate's degree
22138,23,Private,234663,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
22139,39,Self-emp-not-inc,178948,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,United-States,0,2,HS graduate
22140,37,Self-emp-not-inc,607848,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
22141,39,Private,202937,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,5,Graduate or professional degree
22142,32,Federal-gov,83413,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,1,4,Bachelor's degree
22143,26,Private,212798,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0,4,Bachelor's degree
22144,57,Federal-gov,192258,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22145,36,Private,112497,Married-civ-spouse,Sales,Own-child,White,Male,0,0,50,United-States,1,1,Less than HS graduate
22146,30,Private,97521,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,4,Bachelor's degree
22147,27,Private,160972,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
22148,21,Private,322931,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0,3,Some college or associate's degree
22149,22,Private,403519,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22150,43,Local-gov,330174,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22151,20,Private,278155,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22152,30,Private,39054,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1,2,HS graduate
22153,57,Private,170287,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
22154,42,Private,336643,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22155,29,Private,264166,Divorced,Other-service,Unmarried,White,Female,0,0,45,Columbia,0,3,Some college or associate's degree
22156,44,Local-gov,433705,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,1,2,HS graduate
22157,28,Private,27044,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,0,3,Some college or associate's degree
22158,42,Private,165599,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
22159,26,Private,159759,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0,4,Bachelor's degree
22160,29,Private,385092,Divorced,Prof-specialty,Own-child,White,Female,0,0,36,United-States,0,3,Some college or associate's degree
22161,42,Private,188808,Divorced,Adm-clerical,Unmarried,White,Male,0,0,30,United-States,0,4,Bachelor's degree
22162,30,Private,167476,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
22163,21,State-gov,194096,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0,3,Some college or associate's degree
22164,59,Private,182460,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,1,2,HS graduate
22165,21,?,102323,Never-married,?,Own-child,White,Male,0,0,30,United-States,0,3,Some college or associate's degree
22166,56,Private,232139,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
22167,39,Private,341741,Never-married,Other-service,Not-in-family,White,Female,0,0,12,United-States,0,1,Less than HS graduate
22168,21,Private,206008,Never-married,Adm-clerical,Own-child,Black,Male,0,0,50,United-States,0,3,Some college or associate's degree
22169,48,Private,344415,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,1,4,Bachelor's degree
22170,35,State-gov,372130,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
22171,43,Private,27766,Separated,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,1,4,Bachelor's degree
22172,23,Private,140764,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0,3,Some college or associate's degree
22173,17,?,161259,Never-married,?,Other-relative,White,Male,0,0,12,United-States,0,1,Less than HS graduate
22174,41,Private,22201,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,1,4,Bachelor's degree
22175,35,Self-emp-inc,187046,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,0,5,Graduate or professional degree
22176,22,Private,137591,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,0,3,Some college or associate's degree
22177,53,Private,274276,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
22178,42,Private,341757,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22179,36,Private,218542,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,2,HS graduate
22180,44,Local-gov,190020,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,4,Bachelor's degree
22181,27,Private,221436,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Cuba,1,4,Bachelor's degree
22182,39,Self-emp-not-inc,52187,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22183,59,Private,158776,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
22184,34,Local-gov,51543,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,0,3,Some college or associate's degree
22185,17,Private,146329,Never-married,Sales,Own-child,White,Female,0,0,23,United-States,0,1,Less than HS graduate
22186,31,Private,397467,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22187,59,Private,105592,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,12,United-States,0,3,Some college or associate's degree
22188,39,Private,78171,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,3,Some college or associate's degree
22189,46,State-gov,55377,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,1,4,Bachelor's degree
22190,31,Private,258932,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,80,Italy,0,2,HS graduate
22191,27,Private,38606,Never-married,Sales,Not-in-family,White,Male,0,1504,45,United-States,0,4,Bachelor's degree
22192,18,Private,219841,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,0,1,Less than HS graduate
22193,46,Private,156926,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,3,Some college or associate's degree
22194,55,Private,160362,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
22195,48,Private,192161,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,0,4,Bachelor's degree
22196,53,Private,208570,Married-civ-spouse,Sales,Wife,White,Female,0,0,26,United-States,0,2,HS graduate
22197,44,Self-emp-not-inc,182771,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,48,South,1,4,Bachelor's degree
22198,43,Private,151089,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
22199,50,Private,163002,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0,2,HS graduate
22200,56,Private,155657,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,20,Yugoslavia,0,1,Less than HS graduate
22201,27,Private,217530,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0,2,HS graduate
22202,20,Private,244406,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0,2,HS graduate
22203,18,Local-gov,152182,Never-married,Protective-serv,Own-child,White,Female,0,0,6,United-States,0,1,Less than HS graduate
22204,34,Private,55717,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,1,2,HS graduate
22205,38,Private,201454,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22206,40,Self-emp-inc,144371,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,0,4,Bachelor's degree
22207,55,Private,277034,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22208,35,Self-emp-not-inc,462832,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,40,United-States,1,2,HS graduate
22209,26,Private,200681,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
22210,54,State-gov,119565,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Puerto-Rico,1,4,Bachelor's degree
22211,22,Private,192017,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
22212,52,Local-gov,84808,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,2,HS graduate
22213,33,Private,100154,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,1,Less than HS graduate
22214,42,Private,169383,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
22215,19,Without-pay,43887,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,0,2,HS graduate
22216,45,Private,54260,Divorced,Craft-repair,Unmarried,White,Male,0,0,99,United-States,0,3,Some college or associate's degree
22217,53,Self-emp-not-inc,159876,Married-civ-spouse,Craft-repair,Husband,Black,Male,3103,0,72,United-States,0,2,HS graduate
22218,46,Private,160474,Divorced,Adm-clerical,Unmarried,White,Female,0,1590,43,United-States,0,2,HS graduate
22219,25,Private,476334,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22220,90,Private,52386,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0,4,Bachelor's degree
22221,33,Private,83671,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,0,2,HS graduate
22222,45,Private,172960,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,0,3,Some college or associate's degree
22223,47,Private,191957,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,1,2,HS graduate
22224,38,Local-gov,40955,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,0,5,Graduate or professional degree
22225,35,?,98080,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,4787,0,45,Japan,1,5,Graduate or professional degree
22226,37,Private,175643,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0,2,HS graduate
22227,53,State-gov,197184,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1,5,Graduate or professional degree
22228,56,Private,187295,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
22229,18,Private,40822,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,0,1,Less than HS graduate
22230,44,Private,228729,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,?,0,2,HS graduate
22231,50,Private,240496,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,0,3,Some college or associate's degree
22232,26,Private,51961,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,0,4,Bachelor's degree
22233,36,Private,174887,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22234,37,Private,95855,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,0,1,Less than HS graduate
22235,32,Private,362259,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
22236,38,Self-emp-not-inc,30916,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,3,Some college or associate's degree
22237,62,Private,153148,Divorced,Other-service,Not-in-family,White,Female,0,0,84,United-States,0,2,HS graduate
22238,46,Private,167915,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22239,41,Private,45156,Never-married,Machine-op-inspct,Not-in-family,White,Male,2174,0,41,United-States,0,2,HS graduate
22240,37,Private,98776,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,0,2,HS graduate
22241,27,Private,209801,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,?,0,3,Some college or associate's degree
22242,38,Private,183800,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22243,35,Private,54595,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States,0,1,Less than HS graduate
22244,34,Private,79637,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,4,Bachelor's degree
22245,50,Private,126566,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
22246,28,Private,233796,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,32,United-States,1,3,Some college or associate's degree
22247,67,Local-gov,191800,Divorced,Adm-clerical,Unmarried,Black,Female,6360,0,35,United-States,0,4,Bachelor's degree
22248,34,Self-emp-not-inc,527162,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,0,3,Some college or associate's degree
22249,19,Private,139466,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0,3,Some college or associate's degree
22250,23,Private,64520,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,0,2,HS graduate
22251,50,Private,97741,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1,2,HS graduate
22252,45,Local-gov,160173,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1,5,Graduate or professional degree
22253,17,Private,350995,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,0,1,Less than HS graduate
22254,59,?,182836,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,1,2,HS graduate
22255,25,Private,143267,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,0,2,HS graduate
22256,21,Private,346341,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22257,50,Private,172175,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,5,Graduate or professional degree
22258,17,Private,153035,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,1,Less than HS graduate
22259,63,Private,200127,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
22260,31,Local-gov,204470,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,0,5,Graduate or professional degree
22261,45,Private,353012,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
22262,25,Private,194342,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
22263,20,Private,57898,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,1,Less than HS graduate
22264,31,Private,164707,Never-married,Sales,Other-relative,White,Female,0,0,40,?,0,3,Some college or associate's degree
22265,42,Private,269028,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,France,0,5,Graduate or professional degree
22266,56,Private,83922,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
22267,47,Private,160647,Never-married,Farming-fishing,Unmarried,White,Female,0,0,46,United-States,0,2,HS graduate
22268,69,Private,125437,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,0,2,HS graduate
22269,42,Private,246011,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,0,4,Bachelor's degree
22270,19,Private,216937,Never-married,Handlers-cleaners,Other-relative,Other,Female,0,0,60,Guatemala,0,2,HS graduate
22271,56,Self-emp-not-inc,66356,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
22272,33,Private,154981,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,United-States,1,4,Bachelor's degree
22273,61,Federal-gov,197311,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0,5,Graduate or professional degree
22274,38,Private,301743,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,0,2,HS graduate
22275,50,Self-emp-not-inc,401118,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,50,United-States,1,2,HS graduate
22276,39,Private,98776,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1,3,Some college or associate's degree
22277,35,Self-emp-not-inc,32528,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
22278,27,Private,177119,Divorced,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,0,3,Some college or associate's degree
22279,40,Self-emp-inc,193524,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
22280,59,State-gov,192258,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
22281,20,?,145917,Never-married,?,Not-in-family,White,Female,0,0,15,United-States,0,3,Some college or associate's degree
22282,42,Federal-gov,214838,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,1,2,HS graduate
22283,59,Private,176011,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22284,54,Self-emp-inc,147239,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,5,Graduate or professional degree
22285,38,Private,159179,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,1,3,Some college or associate's degree
22286,53,Private,155963,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0,4,Bachelor's degree
22287,20,Private,360457,Never-married,Exec-managerial,Own-child,White,Female,0,0,30,United-States,0,3,Some college or associate's degree
22288,54,Federal-gov,114674,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
22289,41,Self-emp-not-inc,95708,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,1,5,Graduate or professional degree
22290,33,Local-gov,100734,Divorced,Tech-support,Not-in-family,White,Female,0,0,55,United-States,0,2,HS graduate
22291,35,Private,188972,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,0,2,HS graduate
22292,22,Private,162667,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,Portugal,0,2,HS graduate
22293,45,Self-emp-not-inc,28497,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1485,70,United-States,1,4,Bachelor's degree
22294,29,Private,180758,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,5,Graduate or professional degree
22295,56,Self-emp-not-inc,346635,Divorced,Sales,Unmarried,White,Female,0,2339,60,United-States,0,5,Graduate or professional degree
22296,23,Private,46645,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,0,4,Bachelor's degree
22297,30,Private,203258,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0,2,HS graduate
22298,17,Private,134480,Never-married,Priv-house-serv,Own-child,White,Female,0,0,25,United-States,0,1,Less than HS graduate
