p_id,age,workclass,fnlwgt,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,native_country,income,income_lev,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,sex_Male
30600,64,Public-sector,31993,7th-8th,4,1,Less than HS graduate,1,Protective-serv,Husband,0,0,10,United-States,<=50K,0,0,0,0,0,1
30601,24,Public-sector,210736,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,1974,40,United-States,<=50K,0,0,0,0,0,0
30602,23,Private,39615,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,0,0,10,United-States,<=50K,0,0,0,0,0,1
30603,29,Private,200511,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
30604,44,Self-emp,47818,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,0,0,60,United-States,<=50K,0,0,0,0,0,0
30605,28,Private,183155,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,55,United-States,<=50K,0,0,0,0,0,1
30606,33,Self-emp,374905,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
30607,35,Private,128876,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30608,41,Private,202872,10th,6,1,Less than HS graduate,1,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30609,42,Private,153414,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,40,United-States,>50K,1,0,0,1,0,1
30610,51,Self-emp,24790,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,99,United-States,>50K,1,0,0,0,0,1
30611,32,Private,316769,11th,7,1,Less than HS graduate,0,Other-service,Unmarried,0,0,40,Jamaica,<=50K,0,0,0,1,0,0
30612,37,Private,126569,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30613,18,Private,128538,11th,7,1,Less than HS graduate,0,Sales,Own-child,0,0,25,United-States,<=50K,0,0,0,0,0,0
30614,24,Private,234640,Assoc-voc,11,3,Some college or associate's degree,0,Other-service,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,0
30615,29,?,65372,Some-college,10,3,Some college or associate's degree,0,?,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
30616,45,Private,343377,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30617,52,Public-sector,30731,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
30618,35,Private,412379,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30619,46,Self-emp,112320,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,0
30620,63,Private,181929,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,0,0,50,United-States,>50K,1,0,0,0,0,1
30621,32,Public-sector,100135,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Wife,0,0,35,United-States,>50K,1,0,0,0,0,0
30622,24,Private,128061,HS-grad,9,2,HS graduate,0,Other-service,Own-child,594,0,15,United-States,<=50K,0,0,0,0,0,0
30623,72,?,402306,Some-college,10,3,Some college or associate's degree,1,?,Husband,0,0,32,Canada,<=50K,0,0,0,0,0,1
30624,35,?,98389,Some-college,10,3,Some college or associate's degree,0,?,Unmarried,0,0,10,United-States,<=50K,0,0,0,0,0,1
30625,29,Private,179565,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30626,35,Private,64922,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,7688,0,50,United-States,>50K,1,0,0,0,0,1
30627,70,Private,102610,10th,6,1,Less than HS graduate,1,Handlers-cleaners,Husband,0,0,32,United-States,<=50K,0,0,0,0,0,1
30628,65,?,115513,Bachelors,13,4,Bachelor's degree,1,?,Husband,5556,0,48,United-States,>50K,1,0,0,0,0,1
30629,36,Private,150548,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,0
30630,53,Private,133219,HS-grad,9,2,HS graduate,1,Other-service,Husband,4386,0,30,United-States,>50K,1,0,0,1,0,1
30631,49,Public-sector,67001,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30632,60,Private,162347,Prof-school,15,5,Graduate or professional degree,1,Exec-managerial,Husband,0,1902,40,United-States,>50K,1,0,0,0,0,1
30633,18,Private,138557,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30634,21,Private,170456,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,35,Italy,<=50K,0,0,0,0,0,1
30635,42,Private,66006,10th,6,1,Less than HS graduate,0,Transport-moving,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,1
30636,25,Public-sector,176077,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,37,United-States,<=50K,0,0,0,0,0,0
30637,32,Private,218322,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30638,25,Self-emp,181691,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,60,?,<=50K,0,0,0,0,0,1
30639,47,Private,168232,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,7298,0,40,United-States,>50K,1,0,0,0,0,1
30640,30,Private,161690,Assoc-voc,11,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30641,21,?,242736,Assoc-acdm,12,3,Some college or associate's degree,0,?,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
30642,38,Self-emp,67317,Bachelors,13,4,Bachelor's degree,1,Farming-fishing,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
30643,34,Private,265807,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,2051,55,United-States,<=50K,0,0,0,0,0,1
30644,37,Private,99357,Assoc-acdm,12,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,0
30645,56,Private,170070,HS-grad,9,2,HS graduate,1,Exec-managerial,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
30646,52,Public-sector,231166,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30647,23,Private,62339,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30648,29,Public-sector,118520,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,0,0,42,United-States,<=50K,0,0,0,0,0,1
30649,45,Private,155659,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30650,23,Public-sector,157331,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30651,45,Private,341762,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,0,0,65,United-States,>50K,1,0,0,0,0,1
30652,30,Private,164190,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,0,0,42,United-States,<=50K,0,0,0,0,0,1
30653,45,Private,83064,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
30654,26,Private,304283,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30655,23,Private,436798,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30656,24,Private,29302,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,40,?,<=50K,0,0,0,0,0,0
30657,43,Private,104660,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Unmarried,4934,0,40,United-States,>50K,1,0,0,0,0,1
30658,42,Private,79036,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,1
30659,72,Private,165622,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,25,United-States,<=50K,0,0,0,0,0,0
30660,21,?,177287,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
30661,57,Private,199847,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,15024,0,60,United-States,>50K,1,0,0,0,0,1
30662,24,Private,22966,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
30663,27,Private,59068,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30664,54,Private,77336,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30665,42,Public-sector,96524,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
30666,17,Private,143868,9th,5,1,Less than HS graduate,0,Other-service,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,1
30667,48,Private,121424,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,55,United-States,>50K,1,0,0,0,0,1
30668,39,Private,176279,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30669,41,Self-emp,177905,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,7688,0,70,United-States,>50K,1,0,0,0,0,1
30670,50,Private,205100,7th-8th,4,1,Less than HS graduate,1,Other-service,Wife,0,0,35,?,<=50K,0,0,0,0,0,0
30671,57,Private,353881,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
30672,44,Public-sector,177937,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,36,United-States,>50K,1,0,0,0,0,1
30673,20,?,122244,HS-grad,9,2,HS graduate,0,?,Not-in-family,0,0,28,United-States,<=50K,0,0,0,0,0,0
30674,49,Private,125892,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30675,44,Private,155472,Assoc-acdm,12,3,Some college or associate's degree,0,Prof-specialty,Unmarried,1151,0,50,United-States,<=50K,0,0,0,1,0,0
30676,42,Private,355728,Assoc-voc,11,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,44,United-States,<=50K,0,0,0,0,0,1
30677,18,?,245274,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,16,United-States,<=50K,0,0,0,0,0,1
30678,18,Private,240330,12th,8,1,Less than HS graduate,0,Other-service,Own-child,0,0,18,United-States,<=50K,0,0,0,0,0,1
30679,51,Private,182944,HS-grad,9,2,HS graduate,0,Tech-support,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
30680,28,Private,264498,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30681,39,Private,110426,Assoc-acdm,12,3,Some college or associate's degree,1,Exec-managerial,Wife,15024,0,45,United-States,>50K,1,0,0,0,0,0
30682,25,Private,166971,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,52,United-States,<=50K,0,0,0,0,0,1
30683,41,Private,347653,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,0,1977,50,United-States,>50K,1,0,0,0,0,1
30684,39,Private,33975,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30685,42,Self-emp,215219,11th,7,1,Less than HS graduate,0,Other-service,Unmarried,0,0,30,United-States,<=50K,0,0,0,0,0,0
30686,33,Private,190772,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,1617,40,United-States,<=50K,0,0,0,0,0,0
30687,63,?,331527,10th,6,1,Less than HS graduate,1,?,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30688,47,Private,162494,Some-college,10,3,Some college or associate's degree,0,Sales,Unmarried,0,0,45,United-States,>50K,1,0,0,0,0,0
30689,27,Public-sector,85918,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,0,0,68,United-States,<=50K,0,0,0,0,0,1
30690,39,Private,91367,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,0,1848,45,United-States,>50K,1,0,0,0,0,1
30691,20,Private,182342,Some-college,10,3,Some college or associate's degree,0,Farming-fishing,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30692,49,Private,129640,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30693,70,?,133536,HS-grad,9,2,HS graduate,1,?,Husband,0,0,28,United-States,<=50K,0,0,0,0,0,1
30694,46,Private,148738,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,1740,35,United-States,<=50K,0,0,0,0,0,1
30695,47,Private,102583,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,30,United-States,>50K,1,0,0,0,0,1
30696,35,Private,111387,9th,5,1,Less than HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30697,24,Private,241752,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30698,22,?,334593,Some-college,10,3,Some college or associate's degree,0,?,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30699,43,Private,101950,Bachelors,13,4,Bachelor's degree,0,Other-service,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,0
30700,60,Public-sector,212856,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,40,?,>50K,1,0,0,0,0,1
30701,53,Private,183973,11th,7,1,Less than HS graduate,1,Machine-op-inspct,Husband,0,0,48,United-States,>50K,1,0,0,0,0,1
30702,47,Private,142061,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
30703,34,Private,158615,Some-college,10,3,Some college or associate's degree,1,Handlers-cleaners,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30704,37,Private,29145,Assoc-voc,11,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30705,35,Private,40135,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,1
30706,23,Private,224640,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30707,27,?,146651,HS-grad,9,2,HS graduate,1,?,Own-child,0,0,15,United-States,<=50K,0,0,0,0,0,0
30708,29,Private,167737,HS-grad,9,2,HS graduate,0,Transport-moving,Other-relative,0,0,50,United-States,<=50K,0,0,0,0,0,1
30709,23,Private,60331,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30710,35,Private,187167,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,0
30711,18,?,157131,HS-grad,9,2,HS graduate,0,?,Own-child,0,0,12,United-States,<=50K,0,0,0,0,0,0
30712,27,Public-sector,255237,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30713,56,?,192325,Some-college,10,3,Some college or associate's degree,0,?,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,0
30714,40,Private,163342,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,70,United-States,<=50K,0,0,0,0,0,0
30715,31,Private,129775,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,65,United-States,<=50K,0,0,0,0,0,1
30716,18,Private,206008,Some-college,10,3,Some college or associate's degree,0,Sales,Unmarried,2176,0,40,United-States,<=50K,0,0,0,0,0,1
30717,25,Private,397317,Assoc-acdm,12,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30718,36,Private,745768,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
30719,38,Private,141550,10th,6,1,Less than HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30720,52,Private,35576,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30721,23,Private,376383,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,0,0,35,Mexico,<=50K,0,0,0,0,0,1
30722,48,Self-emp,200825,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,30,United-States,>50K,1,0,0,0,0,1
30723,34,?,362787,HS-grad,9,2,HS graduate,0,?,Unmarried,0,0,35,United-States,<=50K,0,0,0,1,0,0
30724,46,Private,116789,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30725,26,Private,160300,HS-grad,9,2,HS graduate,1,Protective-serv,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30726,47,Private,362654,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30727,21,?,107801,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,3,United-States,<=50K,0,0,0,0,0,0
30728,65,Private,170939,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,6723,0,40,United-States,<=50K,0,0,0,0,0,1
30729,31,Public-sector,224234,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
30730,38,Private,478346,HS-grad,9,2,HS graduate,1,Exec-managerial,Wife,7688,0,40,United-States,>50K,1,0,0,0,0,0
30731,68,Private,211162,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30732,26,Private,147638,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Other-relative,0,0,40,Hong-Kong,<=50K,0,0,1,0,0,0
30733,42,Private,104647,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30734,49,Private,67365,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30735,42,Private,230959,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Wife,0,1887,40,Philippines,>50K,1,0,1,0,0,0
30736,39,Private,176335,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,7688,0,65,United-States,>50K,1,0,0,0,0,1
30737,31,Self-emp,268482,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30738,28,Public-sector,288731,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,20,United-States,<=50K,0,0,0,0,0,1
30739,36,Private,231082,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,0
30740,42,Public-sector,333530,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
30741,62,Private,214288,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30742,21,Private,118023,HS-grad,9,2,HS graduate,0,Farming-fishing,Own-child,0,0,24,United-States,<=50K,0,0,0,0,0,1
30743,21,Private,187088,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,20,Cuba,<=50K,0,0,0,0,1,0
30744,60,?,174073,HS-grad,9,2,HS graduate,1,?,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30745,22,Private,133833,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,25,United-States,<=50K,0,0,0,0,0,0
30746,30,Private,229772,10th,6,1,Less than HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30747,64,Private,210082,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30748,28,Private,119287,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Wife,15024,0,28,United-States,>50K,1,0,0,0,0,0
30749,41,Self-emp,111772,Assoc-acdm,12,3,Some college or associate's degree,1,Craft-repair,Husband,0,1887,40,United-States,>50K,1,0,0,0,0,1
30750,25,Private,122999,HS-grad,9,2,HS graduate,0,Craft-repair,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
30751,27,Private,44767,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30752,40,Private,200574,Assoc-acdm,12,3,Some college or associate's degree,1,Tech-support,Husband,0,0,44,United-States,<=50K,0,0,0,0,0,1
30753,58,Private,236596,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30754,31,Private,33124,Prof-school,15,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,99,United-States,<=50K,0,0,0,0,0,0
30755,50,Public-sector,308764,HS-grad,9,2,HS graduate,0,Transport-moving,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
30756,27,Private,103524,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,1
30757,31,?,99483,HS-grad,9,2,HS graduate,0,?,Own-child,0,0,40,United-States,<=50K,0,1,0,0,0,1
30758,50,Private,230951,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30759,45,Private,99355,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,0,0,40,United-States,>50K,1,0,0,1,0,1
30760,33,Private,857532,12th,8,1,Less than HS graduate,0,Protective-serv,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,1
30761,62,Private,81116,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,1974,40,United-States,<=50K,0,0,0,0,0,1
30762,38,Private,154410,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,2051,40,Poland,<=50K,0,0,0,0,0,1
30763,19,Private,198943,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,0
30764,30,Private,311696,11th,7,1,Less than HS graduate,1,Other-service,Wife,0,0,30,United-States,<=50K,0,0,0,1,0,0
30765,38,Private,252897,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,25,United-States,<=50K,0,0,0,0,0,0
30766,42,Self-emp,39539,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,99,United-States,>50K,1,0,0,0,0,1
30767,49,Self-emp,122066,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,25,United-States,<=50K,0,0,0,0,0,1
30768,53,Private,110977,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,0,1902,50,United-States,>50K,1,0,0,0,0,1
30769,45,Public-sector,199590,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,1887,40,Mexico,>50K,1,0,0,0,0,1
30770,24,Private,202721,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,0
30771,29,Private,197565,Assoc-voc,11,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,0
30772,24,Private,206827,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,5060,0,30,United-States,<=50K,0,0,0,0,0,0
30773,38,Public-sector,190895,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,?,>50K,1,0,0,0,0,1
30774,25,Self-emp,158751,Assoc-voc,11,3,Some college or associate's degree,0,Transport-moving,Unmarried,0,0,55,United-States,<=50K,0,0,0,0,0,1
30775,51,Public-sector,243631,10th,6,1,Less than HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,1,0,0,0,1
30776,17,?,219277,11th,7,1,Less than HS graduate,0,?,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,0
30777,19,Private,45381,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,8,United-States,<=50K,0,0,0,0,0,0
30778,38,Private,167482,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,52,United-States,>50K,1,0,0,0,0,1
30779,60,Private,225014,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30780,29,Self-emp,405083,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30781,66,?,186061,Some-college,10,3,Some college or associate's degree,0,?,Unmarried,0,4356,40,United-States,<=50K,0,0,0,1,0,0
30782,28,Public-sector,24153,10th,6,1,Less than HS graduate,1,Other-service,Wife,0,0,40,United-States,<=50K,0,1,0,0,0,0
30783,36,Private,126569,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,0,0,45,Ecuador,>50K,1,0,0,0,0,1
30784,57,?,137658,HS-grad,9,2,HS graduate,1,?,Husband,0,0,5,Colombia,<=50K,0,0,0,0,1,1
30785,24,Private,315476,Assoc-acdm,12,3,Some college or associate's degree,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30786,43,Private,248186,Assoc-acdm,12,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,38,United-States,<=50K,0,0,0,0,0,0
30787,29,Self-emp,206903,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,55,United-States,>50K,1,0,0,0,0,1
30788,67,Self-emp,191380,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,20051,0,25,United-States,>50K,1,0,0,0,0,1
30789,20,Private,191910,HS-grad,9,2,HS graduate,0,Protective-serv,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30790,21,Private,145119,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,20,United-States,<=50K,0,0,1,0,0,1
30791,20,Private,130840,10th,6,1,Less than HS graduate,0,Handlers-cleaners,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30792,42,Private,33126,Assoc-acdm,12,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
30793,20,Private,334105,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,10,United-States,<=50K,0,0,0,0,0,0
30794,19,Public-sector,354104,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,1
30795,34,Private,111985,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
30796,40,Public-sector,321187,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,0,0,45,United-States,<=50K,0,0,0,0,0,0
30797,33,Private,138142,Some-college,10,3,Some college or associate's degree,0,Other-service,Unmarried,0,0,25,United-States,<=50K,0,0,0,1,0,0
