age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
39,Private,98077,9,1,Other-service,Husband,4,1,0,0,42,United-States,0,2
36,Private,266461,9,0,Transport-moving,Own-child,2,1,0,0,48,United-States,0,2
51,Private,312477,10,1,Transport-moving,Husband,4,1,3908,0,40,United-States,0,3
27,Private,604045,13,0,Sales,Not-in-family,4,1,0,0,40,United-States,0,4
30,Public-sector,131568,13,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,4
42,Private,97688,9,0,Sales,Not-in-family,4,1,0,0,47,United-States,0,2
23,Private,373628,13,0,Other-service,Own-child,4,0,0,0,20,United-States,0,4
56,Private,367984,11,1,Exec-managerial,Husband,4,1,15024,0,40,United-States,1,3
41,Self-emp,193459,10,1,Craft-repair,Husband,4,1,0,0,50,United-States,0,3
49,Private,250733,9,1,Craft-repair,Husband,4,1,0,0,46,United-States,0,2
46,Public-sector,199725,11,0,Craft-repair,Not-in-family,0,0,0,0,60,United-States,0,3
54,Private,156877,9,1,Craft-repair,Husband,4,1,0,0,40,Greece,0,2
38,Private,122076,10,1,Transport-moving,Husband,4,1,7298,0,43,United-States,1,3
45,Self-emp,216402,15,1,Prof-specialty,Husband,1,1,0,0,50,India,1,5
50,Self-emp,42402,15,1,Prof-specialty,Husband,4,1,0,2415,30,United-States,1,5
22,Private,315974,10,0,Sales,Not-in-family,4,0,0,0,40,United-States,0,3
31,Private,63437,9,0,Farming-fishing,Not-in-family,4,1,0,0,40,Ireland,0,2
27,Private,160786,9,0,Other-service,Not-in-family,4,1,0,0,30,United-States,0,2
34,Private,85374,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
46,Private,465974,7,0,Transport-moving,Own-child,4,1,0,0,30,United-States,0,1
47,Private,78529,13,1,Sales,Husband,4,1,0,0,60,United-States,1,4
36,Public-sector,98037,11,1,Other-service,Husband,1,1,0,0,40,United-States,0,3
22,Private,178390,9,0,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
51,Private,210940,9,1,Sales,Husband,4,1,0,2002,45,United-States,0,2
43,Private,64506,10,0,Other-service,Not-in-family,4,1,0,0,30,United-States,0,3
54,Private,128378,10,0,Prof-specialty,Not-in-family,4,1,0,0,50,United-States,0,3
24,Private,234460,5,0,Machine-op-inspct,Own-child,2,0,0,0,40,Dominican-Republic,0,1
29,Private,176760,15,0,Prof-specialty,Not-in-family,1,1,0,0,55,United-States,0,5
40,Public-sector,59460,10,0,Adm-clerical,Unmarried,4,0,0,0,38,United-States,0,3
18,Private,234428,7,0,Other-service,Own-child,4,1,0,0,20,United-States,0,1
31,Private,215047,13,0,Adm-clerical,Not-in-family,4,1,0,0,50,United-States,0,4
57,Private,140426,16,1,Tech-support,Husband,4,1,0,1977,40,Germany,1,5
32,Private,191777,14,0,Adm-clerical,Not-in-family,2,0,0,0,40,United-States,0,5
48,Private,148995,14,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,5
24,Private,229773,10,1,Craft-repair,Husband,4,1,0,0,35,United-States,0,3
24,Private,174461,12,0,Other-service,Not-in-family,4,0,0,0,22,United-States,0,3
24,Private,250647,11,1,Craft-repair,Husband,4,1,0,0,40,Guatemala,0,3
49,Public-sector,119904,13,1,Prof-specialty,Wife,4,0,7688,0,30,United-States,1,4
27,Self-emp,151402,9,1,Farming-fishing,Husband,4,1,0,1573,70,United-States,0,2
37,Private,184556,10,0,Tech-support,Unmarried,4,0,0,0,40,United-States,0,3
33,Private,263561,10,1,Craft-repair,Husband,4,1,0,0,60,United-States,1,3
19,Private,177945,10,0,Sales,Own-child,4,1,0,0,25,United-States,0,3
45,Private,306889,13,1,Exec-managerial,Wife,4,0,0,0,40,United-States,1,4
54,Public-sector,54377,14,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,5
47,Private,144351,9,0,Craft-repair,Unmarried,4,1,0,625,40,United-States,0,2
22,Private,95566,10,1,Sales,Own-child,3,0,0,0,22,Dominican-Republic,0,3
20,Private,181675,9,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
36,Private,172129,5,1,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,1
49,?,350759,9,1,?,Husband,4,1,0,0,40,United-States,0,2
58,Self-emp,105592,4,1,Transport-moving,Husband,4,1,0,0,40,United-States,1,1
20,?,200061,10,0,?,Own-child,4,0,0,0,40,?,0,3
34,Self-emp,200689,13,0,Sales,Unmarried,4,0,0,0,40,United-States,0,4
36,Private,386726,14,1,Prof-specialty,Wife,4,0,0,1977,44,United-States,1,5
28,Public-sector,135567,13,0,Adm-clerical,Not-in-family,2,0,4101,0,60,United-States,0,4
38,Public-sector,282753,11,0,Exec-managerial,Own-child,4,1,0,0,40,United-States,0,3
32,Private,137367,7,0,Craft-repair,Not-in-family,1,1,0,0,40,India,0,1
35,Self-emp,153976,9,1,Exec-managerial,Husband,4,1,0,0,60,United-States,0,2
51,Self-emp,96062,12,1,Sales,Husband,4,1,0,0,60,United-States,0,3
33,Private,152933,10,0,Exec-managerial,Not-in-family,4,1,0,0,45,United-States,0,3
71,Private,97870,14,0,Prof-specialty,Not-in-family,4,0,0,0,15,Germany,0,5
48,Private,254291,14,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
53,Self-emp,101432,9,1,Sales,Husband,4,1,0,0,50,United-States,0,2
40,Private,125776,11,1,Adm-clerical,Husband,4,1,0,0,40,United-States,1,3
64,Self-emp,165479,9,1,Sales,Husband,4,1,0,0,5,United-States,0,2
42,Public-sector,172307,9,1,Adm-clerical,Husband,4,1,0,0,48,United-States,1,2
25,Private,176729,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
66,Private,174276,10,0,Sales,Unmarried,4,0,0,0,50,United-States,1,3
59,Public-sector,48102,14,0,Prof-specialty,Not-in-family,4,0,0,0,40,?,1,5
42,Self-emp,79531,10,1,Exec-managerial,Husband,4,1,0,0,55,United-States,1,3
24,Private,306460,9,0,Farming-fishing,Unmarried,4,1,0,0,40,United-States,0,2
19,Private,55284,9,0,Handlers-cleaners,Own-child,4,0,0,0,25,United-States,0,2
26,Private,172063,10,0,Sales,Own-child,4,0,0,0,24,United-States,0,3
22,Private,141028,9,0,Other-service,Own-child,2,1,0,0,30,United-States,0,2
33,Private,37274,10,1,Sales,Husband,4,1,0,0,40,United-States,0,3
63,Private,31389,7,0,Farming-fishing,Not-in-family,4,1,0,0,12,United-States,0,1
20,Private,415913,10,0,Handlers-cleaners,Not-in-family,4,1,0,0,30,United-States,0,3
33,Private,295591,3,1,Craft-repair,Not-in-family,4,1,0,0,40,Mexico,0,1
57,?,202903,4,1,?,Wife,4,0,1173,0,45,Puerto-Rico,0,1
56,Private,159770,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
70,Self-emp,268832,11,1,Farming-fishing,Husband,4,1,0,0,24,United-States,1,3
42,Private,126003,9,1,Tech-support,Husband,4,1,0,0,40,United-States,1,2
25,Public-sector,225193,13,0,Prof-specialty,Not-in-family,2,0,0,0,40,United-States,0,4
28,Private,297735,10,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,3
80,Self-emp,225892,9,1,Other-service,Husband,4,1,1409,0,40,United-States,0,2
36,Private,605502,6,0,Transport-moving,Not-in-family,2,0,0,0,40,United-States,0,1
37,Private,174150,14,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,5
38,Private,165466,9,1,Adm-clerical,Husband,4,1,0,0,60,United-States,1,2
52,Public-sector,189728,9,0,Other-service,Not-in-family,4,0,0,0,35,United-States,0,2
49,Private,360491,9,0,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,2
30,Private,115040,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
36,Private,262688,10,1,Sales,Husband,2,1,7688,0,50,United-States,1,3
70,Self-emp,158437,15,1,Prof-specialty,Husband,4,1,0,0,35,United-States,1,5
55,Private,41108,10,0,Farming-fishing,Not-in-family,4,1,0,2258,62,United-States,1,3
25,Private,149875,13,0,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,4
59,Private,131916,9,1,Machine-op-inspct,Wife,4,0,0,0,40,Italy,1,2
22,Private,60668,10,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
41,Public-sector,153132,12,0,Craft-repair,Not-in-family,4,1,0,0,50,United-States,0,3
62,Private,155256,9,1,Exec-managerial,Husband,4,1,0,0,45,United-States,1,2
54,Private,244770,9,0,Adm-clerical,Other-relative,4,0,0,0,40,United-States,0,2
38,Private,312108,9,0,Other-service,Unmarried,2,0,0,0,40,United-States,0,2
52,Private,102828,9,1,Prof-specialty,Husband,4,1,7688,0,40,United-States,1,2
36,Private,93225,7,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,1
74,Self-emp,231002,9,1,Exec-managerial,Husband,4,1,0,0,30,United-States,1,2
35,Self-emp,256992,3,1,Other-service,Wife,4,0,0,0,15,Mexico,0,1
41,Private,118721,8,0,Adm-clerical,Not-in-family,0,1,0,0,40,United-States,0,1
30,Private,151989,11,1,Tech-support,Wife,4,0,0,0,40,United-States,0,3
25,Private,109112,9,1,Machine-op-inspct,Husband,4,1,0,0,48,United-States,0,2
35,Private,589809,10,0,Exec-managerial,Not-in-family,4,1,13550,0,60,United-States,1,3
38,Private,172538,13,1,Exec-managerial,Husband,4,1,15024,0,50,United-States,1,4
34,Public-sector,318982,14,1,Machine-op-inspct,Husband,4,1,0,1848,40,United-States,1,5
48,Private,204629,14,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,5
50,Self-emp,99894,3,0,Tech-support,Not-in-family,1,0,0,0,15,United-States,0,1
19,Private,369463,9,0,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
51,Private,79324,10,1,Sales,Husband,4,1,0,0,40,United-States,0,3
39,Private,61178,13,0,Adm-clerical,Unmarried,4,1,0,0,40,United-States,0,4
20,Private,204226,7,0,Other-service,Own-child,4,0,0,0,40,United-States,0,1
17,Private,183110,7,0,Handlers-cleaners,Own-child,4,1,0,0,16,United-States,0,1
42,Private,96321,10,1,Sales,Husband,4,1,0,0,50,United-States,1,3
25,Private,167031,10,0,Other-service,Other-relative,3,0,0,0,25,Ecuador,0,3
36,Private,108997,9,0,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,2
65,Private,176796,16,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,5
32,Self-emp,134737,13,1,Machine-op-inspct,Husband,4,1,0,0,70,United-States,1,4
33,Self-emp,49795,13,0,Prof-specialty,Not-in-family,4,1,0,0,45,United-States,0,4
32,Public-sector,131588,10,0,Tech-support,Unmarried,2,0,0,0,20,United-States,0,3
25,Private,307643,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
41,Public-sector,351350,10,0,Protective-serv,Unmarried,4,0,0,0,40,United-States,0,3
44,Private,260761,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
72,Private,156310,6,1,Other-service,Husband,4,1,2414,0,12,United-States,0,1
36,Private,207789,9,0,Exec-managerial,Not-in-family,4,1,0,0,52,United-States,0,2
67,Self-emp,252842,9,1,Farming-fishing,Husband,4,1,1797,0,20,United-States,0,2
28,Private,294936,9,1,Transport-moving,Husband,4,1,4064,0,45,United-States,0,2
24,Private,196269,7,1,Handlers-cleaners,Husband,3,1,0,0,40,United-States,0,1
17,Private,46402,4,0,Sales,Own-child,4,1,0,0,8,United-States,0,1
32,Self-emp,267161,13,0,Exec-managerial,Unmarried,2,0,0,0,30,United-States,0,4
67,Private,160456,7,0,Other-service,Not-in-family,4,0,0,0,40,United-States,0,1
21,?,123983,10,0,?,Other-relative,1,1,0,0,10,Vietnam,0,3
51,Private,123053,14,1,Prof-specialty,Husband,1,1,5013,0,40,India,0,5
32,Private,426467,2,0,Craft-repair,Not-in-family,4,1,3674,0,40,Guatemala,0,1
39,Private,269323,10,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,3
18,Self-emp,42857,10,0,Craft-repair,Not-in-family,4,0,0,0,35,United-States,0,3
50,Self-emp,183915,13,1,Craft-repair,Husband,4,1,0,0,45,United-States,1,4
24,Private,211391,6,0,Sales,Not-in-family,4,0,0,0,15,United-States,0,1
21,Public-sector,193130,10,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,3
24,Private,86745,13,0,Adm-clerical,Other-relative,1,0,0,0,16,United-States,0,4
34,Private,226525,11,0,Other-service,Own-child,4,1,0,0,40,United-States,0,3
68,?,270339,6,1,?,Husband,4,1,0,0,35,United-States,0,1
49,Self-emp,343742,6,0,Craft-repair,Not-in-family,2,1,0,0,32,United-States,0,1
50,Private,150975,9,0,Machine-op-inspct,Not-in-family,0,0,0,0,40,United-States,0,2
33,Private,207301,12,0,Exec-managerial,Own-child,4,0,0,0,40,United-States,0,3
18,Private,135924,10,0,Adm-clerical,Own-child,4,1,0,0,40,United-States,0,3
45,Private,184277,11,0,Adm-clerical,Unmarried,4,0,0,0,55,United-States,1,3
20,Private,142233,9,0,Sales,Not-in-family,4,0,0,0,35,United-States,0,2
46,Self-emp,120902,13,1,Exec-managerial,Husband,4,1,3103,0,37,United-States,1,4
64,Public-sector,158412,9,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
39,Private,126161,16,0,Prof-specialty,Not-in-family,4,1,0,0,45,United-States,0,5
35,Private,149347,9,0,Craft-repair,Not-in-family,4,1,0,0,70,United-States,0,2
21,Private,322674,10,0,Other-service,Not-in-family,4,1,0,0,32,United-States,0,3
29,Private,55390,12,0,Tech-support,Not-in-family,4,1,0,0,45,United-States,0,3
38,Public-sector,200904,13,1,Exec-managerial,Wife,2,0,0,0,30,United-States,1,4
45,Private,166056,9,0,Other-service,Unmarried,4,0,0,0,40,United-States,0,2
30,Self-emp,116666,14,0,Prof-specialty,Not-in-family,1,1,0,0,50,India,1,5
41,Private,168324,10,1,Adm-clerical,Wife,4,0,0,0,40,United-States,1,3
37,Private,121772,9,0,Craft-repair,Not-in-family,1,1,0,0,40,Hong-Kong,0,2
45,Private,126889,13,1,Sales,Husband,4,1,0,1887,60,United-States,1,4
20,?,401690,9,0,?,Not-in-family,4,0,0,0,30,United-States,0,2
45,Self-emp,117605,9,1,Exec-managerial,Husband,4,1,0,0,48,United-States,1,2
20,Public-sector,410446,9,0,Adm-clerical,Other-relative,4,1,0,0,20,United-States,0,2
63,Self-emp,38472,10,0,Sales,Not-in-family,4,0,14084,0,60,United-States,1,3
35,Self-emp,335704,10,1,Exec-managerial,Husband,4,1,0,0,40,United-States,0,3
24,Private,70261,13,1,Prof-specialty,Husband,4,1,0,0,50,United-States,0,4
19,Private,47577,10,0,Transport-moving,Not-in-family,4,1,0,0,50,United-States,0,3
23,Private,117767,9,0,Other-service,Own-child,4,1,0,0,35,United-States,0,2
34,Private,179641,13,0,Prof-specialty,Not-in-family,4,0,0,0,45,United-States,0,4
23,?,343553,7,0,?,Not-in-family,2,1,0,0,40,United-States,0,1
36,Self-emp,328466,3,1,Transport-moving,Husband,4,1,0,0,50,Mexico,1,1
46,Private,265097,9,0,Handlers-cleaners,Other-relative,4,1,0,0,5,United-States,0,2
38,Public-sector,414791,13,1,Exec-managerial,Husband,4,1,0,0,42,United-States,1,4
55,Public-sector,48055,8,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,1
27,Private,341672,10,0,Adm-clerical,Other-relative,1,1,0,0,40,India,0,3
48,Private,266764,10,1,Craft-repair,Husband,4,1,0,0,45,United-States,1,3
35,Private,233571,9,0,Other-service,Own-child,4,0,0,0,50,United-States,0,2
53,Private,126592,10,1,Craft-repair,Husband,2,1,7688,0,40,United-States,1,3
47,Private,70754,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
50,Private,138852,10,0,Craft-repair,Not-in-family,4,1,4650,0,22,United-States,0,3
32,Private,175856,10,1,Sales,Husband,4,1,0,0,40,United-States,0,3
40,Private,193494,9,1,Handlers-cleaners,Husband,4,1,0,0,46,United-States,0,2
41,Private,104334,10,1,Sales,Husband,4,1,0,0,50,United-States,1,3
47,Public-sector,197332,13,0,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,4
21,Private,205844,10,0,Sales,Own-child,2,0,0,0,25,United-States,0,3
45,Public-sector,206459,14,1,Adm-clerical,Husband,4,1,0,0,35,United-States,0,5
33,Private,202822,4,0,Other-service,Unmarried,2,0,0,0,14,Trinidad-and-Tobago,0,1
68,Unpaid,174695,10,1,Farming-fishing,Unmarried,4,0,0,0,25,United-States,0,3
44,Private,183342,15,1,Exec-managerial,Husband,4,1,0,0,55,United-States,1,5
49,Private,105614,6,1,Machine-op-inspct,Husband,4,1,0,0,50,United-States,0,1
45,Private,329603,16,1,Prof-specialty,Husband,4,1,0,0,40,Poland,1,5
41,Private,77373,10,1,Transport-moving,Husband,4,1,0,1848,65,United-States,1,3
29,Private,207473,4,1,Transport-moving,Husband,4,1,0,0,40,Mexico,0,1
46,Private,149161,10,1,Exec-managerial,Husband,1,1,0,0,60,?,0,3
19,Private,311974,9,0,Craft-repair,Other-relative,4,1,0,0,25,Mexico,0,2
56,Private,175127,6,1,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,1
55,Self-emp,111625,9,1,Craft-repair,Husband,4,1,0,0,60,United-States,0,2
29,Private,48895,9,0,Craft-repair,Not-in-family,4,1,0,0,50,United-States,0,2
21,Private,27049,9,0,Priv-house-serv,Not-in-family,4,0,0,0,25,United-States,0,2
38,Private,108907,9,0,Craft-repair,Not-in-family,4,1,0,0,40,?,0,2
52,Private,94988,3,0,Handlers-cleaners,Not-in-family,4,1,0,0,50,United-States,0,1
22,Private,218343,9,0,Other-service,Own-child,4,0,0,0,40,United-States,0,2
20,Private,227626,9,1,Adm-clerical,Husband,4,1,0,0,60,United-States,0,2
31,Private,272856,9,0,Craft-repair,Own-child,2,1,0,0,50,England,0,2
39,Private,30916,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
55,Private,276229,10,0,Tech-support,Not-in-family,4,0,0,0,40,United-States,0,3
35,Private,289106,12,0,Sales,Unmarried,4,1,0,0,40,United-States,0,3
67,?,39100,9,1,?,Wife,4,0,0,0,5,United-States,0,2
45,Private,192776,13,1,Craft-repair,Husband,4,1,7298,0,55,United-States,1,4
61,Private,147280,14,1,Exec-managerial,Husband,4,1,0,0,60,United-States,1,5
18,Private,187770,9,0,Handlers-cleaners,Own-child,4,1,0,0,30,United-States,0,2
51,Public-sector,213296,13,0,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,4
37,Self-emp,107410,9,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
21,?,170272,10,0,?,Own-child,4,0,0,0,25,United-States,0,3
32,Private,86808,10,0,Other-service,Own-child,4,0,0,0,38,United-States,0,3
48,Private,149210,9,0,Craft-repair,Unmarried,2,1,0,0,45,United-States,0,2
62,Private,123411,4,1,Transport-moving,Husband,4,1,0,0,53,United-States,0,1
21,?,306779,10,0,?,Own-child,4,1,0,0,40,United-States,0,3
28,Private,487347,9,0,Transport-moving,Not-in-family,4,1,0,0,45,United-States,0,2
19,Private,283945,6,0,Handlers-cleaners,Other-relative,4,1,0,1602,45,United-States,0,1
20,Private,375698,10,0,Adm-clerical,Own-child,4,0,0,0,15,United-States,0,3
41,Private,271753,13,1,Farming-fishing,Husband,4,1,0,0,40,United-States,0,4
29,Private,251854,13,0,Adm-clerical,Not-in-family,2,0,0,0,40,United-States,0,4
47,Private,264052,13,1,Exec-managerial,Husband,4,1,15024,0,50,United-States,1,4
43,Public-sector,28451,13,1,Prof-specialty,Husband,4,1,0,0,37,United-States,1,4
20,Private,282604,10,0,Handlers-cleaners,Other-relative,4,1,0,0,20,United-States,0,3
29,Private,185908,13,1,Exec-managerial,Husband,2,1,0,0,55,United-States,1,4
51,Public-sector,198186,13,0,Prof-specialty,Not-in-family,2,0,0,0,40,United-States,0,4
40,Private,242521,11,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
26,Private,337940,3,0,Transport-moving,Not-in-family,4,1,0,0,40,Mexico,0,1
30,Private,212064,13,0,Prof-specialty,Own-child,4,0,0,0,40,United-States,0,4
36,Private,129263,9,0,Other-service,Not-in-family,4,0,0,0,40,United-States,0,2
68,Public-sector,144761,9,0,Protective-serv,Not-in-family,4,1,0,1668,20,United-States,0,2
42,Private,109912,10,0,Tech-support,Not-in-family,4,0,0,0,40,United-States,1,3
41,Private,113324,9,1,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,2
43,Private,187795,13,1,Exec-managerial,Husband,4,1,0,0,45,United-States,1,4
20,Private,173724,10,0,Handlers-cleaners,Own-child,4,1,0,0,20,United-States,0,3
43,Private,185129,13,0,Tech-support,Own-child,4,1,0,0,40,United-States,0,4
53,Private,73134,9,1,Sales,Husband,4,1,15024,0,60,United-States,1,2
45,Private,236040,10,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,3
39,Private,74194,9,0,Farming-fishing,Unmarried,4,1,0,0,40,United-States,0,2
31,Public-sector,102130,14,1,Prof-specialty,Husband,4,1,0,0,45,United-States,0,5
23,Private,140915,10,0,Sales,Other-relative,1,1,0,0,25,Philippines,0,3
69,?,107575,9,0,?,Not-in-family,4,0,2964,0,35,United-States,0,2
38,Public-sector,34364,14,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,5
37,Self-emp,258037,9,1,Transport-moving,Husband,4,1,0,0,45,Cuba,1,2
18,Private,391585,9,0,Machine-op-inspct,Other-relative,4,0,0,0,40,United-States,0,2
41,Self-emp,233130,9,1,Exec-managerial,Husband,4,1,0,0,45,Mexico,0,2
30,Private,101345,13,1,Sales,Wife,4,0,3103,0,55,United-States,1,4
23,?,32897,12,1,?,Husband,4,1,0,0,20,United-States,0,3
26,Private,248612,13,0,Prof-specialty,Own-child,4,1,0,0,30,United-States,0,4
37,Private,212465,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
25,Private,198587,10,0,Tech-support,Not-in-family,2,0,2174,0,50,United-States,0,3
33,Private,405913,10,1,Prof-specialty,Husband,4,1,0,0,40,Peru,1,3
37,Private,588003,13,1,Exec-managerial,Husband,4,1,15024,0,40,United-States,1,4
31,Private,46807,13,0,Tech-support,Not-in-family,4,1,0,0,40,United-States,0,4
27,Private,210498,10,1,Exec-managerial,Husband,4,1,0,0,80,United-States,0,3
35,Private,206951,14,1,Sales,Husband,4,1,0,0,40,United-States,1,5
28,Self-emp,237466,10,1,Adm-clerical,Wife,4,0,0,0,30,United-States,1,3
59,Private,279636,9,0,Adm-clerical,Not-in-family,4,1,0,0,50,Guatemala,0,2
42,Private,29320,13,1,Prof-specialty,Husband,4,1,0,0,40,United-States,0,4
50,Private,271262,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,1,2
27,?,29361,12,0,?,Not-in-family,4,0,0,0,45,United-States,0,3
32,Private,76773,10,0,Machine-op-inspct,Unmarried,4,0,0,0,40,United-States,0,3
27,Private,109004,9,0,Craft-repair,Unmarried,2,1,0,0,40,United-States,0,2
43,Private,226902,13,0,Machine-op-inspct,Other-relative,4,1,0,0,40,United-States,0,4
46,Private,176552,7,0,Prof-specialty,Unmarried,0,1,0,0,40,United-States,1,1
41,Private,182303,10,1,Sales,Husband,4,1,0,0,50,United-States,1,3
59,Public-sector,296253,14,0,Prof-specialty,Unmarried,4,0,8614,0,60,United-States,1,5
20,Private,218215,10,0,Sales,Own-child,4,0,0,0,30,United-States,0,3
57,Private,165695,13,1,Exec-managerial,Husband,4,1,0,0,40,?,1,4
46,Self-emp,51271,9,1,Farming-fishing,Husband,4,1,4386,0,70,United-States,0,2
45,Private,96100,4,1,Machine-op-inspct,Husband,2,1,0,0,40,United-States,0,1
29,Public-sector,82393,9,0,Handlers-cleaners,Unmarried,1,1,0,1590,45,United-States,0,2
23,Private,248978,7,1,Handlers-cleaners,Husband,4,1,0,0,40,Mexico,0,1
46,Private,254367,9,0,Transport-moving,Not-in-family,4,1,0,1590,48,United-States,0,2
55,?,200235,9,1,?,Husband,4,1,0,0,50,United-States,1,2
58,Private,94429,10,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
38,Private,87282,11,0,Exec-managerial,Other-relative,1,0,0,0,40,United-States,0,3
29,Private,119793,10,0,Sales,Other-relative,4,1,0,0,50,United-States,0,3
57,?,85815,9,0,?,Own-child,1,1,0,0,20,United-States,0,2
26,Public-sector,197764,13,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
42,Private,306982,13,1,Adm-clerical,Husband,1,1,0,0,40,Philippines,1,4
61,Private,80896,9,0,Transport-moving,Unmarried,1,1,0,0,45,United-States,1,2
31,Private,197886,10,1,Sales,Husband,4,1,15024,0,45,United-States,1,3
43,Private,355728,9,0,Machine-op-inspct,Own-child,4,1,0,0,40,United-States,0,2
47,Private,121124,13,1,Craft-repair,Husband,4,1,15024,0,50,United-States,1,4
51,Public-sector,193720,9,1,Craft-repair,Husband,4,1,0,0,56,United-States,1,2
23,Private,347292,9,0,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,2
24,Private,34506,9,0,Machine-op-inspct,Unmarried,4,0,0,0,40,United-States,0,2
25,Private,326370,10,0,Adm-clerical,Not-in-family,4,1,0,0,38,?,0,3
22,?,269221,10,0,?,Own-child,4,1,0,0,40,United-States,0,3
38,Private,63509,11,1,Craft-repair,Husband,4,1,0,0,50,United-States,0,3
48,Private,148254,9,1,Handlers-cleaners,Wife,4,0,0,0,16,United-States,1,2
33,Private,190511,9,0,Craft-repair,Not-in-family,4,1,0,0,30,United-States,0,2
46,Private,268022,14,1,Exec-managerial,Husband,4,1,0,0,55,?,1,5
18,Private,20057,4,0,Other-service,Other-relative,1,0,0,0,40,Philippines,0,1
52,Private,206862,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
46,Private,189498,13,1,Prof-specialty,Husband,4,1,0,1848,45,United-States,1,4
28,Private,166320,9,0,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,2
37,Private,289886,10,0,Other-service,Other-relative,1,1,0,0,30,Vietnam,0,3
23,?,86337,10,0,?,Not-in-family,4,0,0,0,15,United-States,0,3
45,Public-sector,54190,14,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,5
17,Private,147069,6,0,Sales,Own-child,4,0,0,0,16,United-States,0,1
56,Private,282023,14,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
38,Self-emp,379485,12,0,Exec-managerial,Unmarried,4,1,0,0,45,United-States,0,3
81,Private,129338,4,1,Transport-moving,Husband,4,1,0,0,10,United-States,0,1
22,Private,99829,10,0,Machine-op-inspct,Own-child,4,0,0,0,30,United-States,0,3
43,Public-sector,182254,10,0,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,3
31,Private,109428,12,1,Adm-clerical,Wife,4,0,0,1740,40,United-States,0,3
42,Self-emp,351161,13,1,Prof-specialty,Husband,4,1,0,1887,40,United-States,1,4
66,?,210750,10,1,?,Husband,4,1,0,0,50,United-States,0,3
50,Private,132716,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,1,2
31,Private,242984,10,0,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,3
35,Private,101509,10,0,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,3
21,?,509629,10,0,?,Own-child,4,0,0,0,35,United-States,0,3
36,Private,119957,13,0,Other-service,Unmarried,2,0,0,0,35,United-States,0,4
33,Private,69727,4,1,Farming-fishing,Husband,4,1,0,0,40,Mexico,0,1
36,Private,204590,13,0,Prof-specialty,Unmarried,2,0,0,213,40,United-States,0,4
37,?,50862,9,1,?,Husband,4,1,0,0,55,United-States,0,2
