p_id,age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
30288,40,Private,406811,9,Separated,Exec-managerial,Unmarried,4,0,0,0,40,Canada,0,2
30289,24,Private,154422,13,Never-married,Exec-managerial,Own-child,1,0,0,0,40,Philippines,0,4
30290,47,Private,140644,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,2
30291,19,Private,355477,9,Never-married,Other-service,Own-child,2,1,0,0,25,United-States,0,2
30292,32,Private,151773,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,45,United-States,0,3
30293,51,State-gov,341548,10,Divorced,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,3
30294,25,Private,512771,5,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,45,United-States,0,1
30295,60,?,141580,14,Married-civ-spouse,?,Husband,4,1,0,0,40,United-States,0,5
30296,22,Private,48988,10,Never-married,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,3
30297,29,Private,201022,13,Married-civ-spouse,Exec-managerial,Wife,4,0,0,0,50,United-States,1,4
30298,20,Private,82777,9,Married-civ-spouse,Sales,Own-child,4,1,0,0,40,United-States,0,2
30299,42,Private,152676,4,Divorced,Craft-repair,Unmarried,4,1,0,0,40,Puerto-Rico,0,1
30300,18,Private,115815,9,Never-married,Machine-op-inspct,Own-child,4,1,0,0,20,United-States,0,2
30301,23,Private,168009,6,Married-civ-spouse,Machine-op-inspct,Own-child,1,0,0,0,40,Vietnam,0,1
30302,28,Private,213152,13,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,?,1,4
30303,55,Private,89690,13,Divorced,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,1,4
30304,40,Private,126868,9,Divorced,Machine-op-inspct,Not-in-family,2,1,0,0,40,United-States,0,2
30305,52,Private,95128,10,Divorced,Sales,Not-in-family,4,1,0,0,50,United-States,0,3
30306,37,Private,185567,9,Divorced,Machine-op-inspct,Unmarried,4,1,0,0,40,United-States,1,2
30307,21,Private,301408,10,Never-married,Sales,Own-child,4,0,0,1602,22,United-States,0,3
30308,35,Private,216256,11,Never-married,Other-service,Not-in-family,4,1,0,0,60,United-States,0,3
30309,45,Private,182541,10,Divorced,Machine-op-inspct,Unmarried,4,1,0,0,48,United-States,0,3
30310,39,Private,172855,9,Divorced,Adm-clerical,Unmarried,2,0,0,0,40,United-States,0,2
30311,54,Private,68684,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,44,United-States,0,2
30312,42,Private,364832,4,Divorced,Sales,Not-in-family,4,0,0,0,40,United-States,0,1
30313,26,?,264300,10,Married-civ-spouse,?,Wife,4,0,0,0,20,United-States,0,3
30314,59,Self-emp-inc,349910,12,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
30315,42,Private,276218,9,Married-civ-spouse,Sales,Wife,4,0,0,0,40,United-States,1,2
30316,22,Private,251196,10,Never-married,Protective-serv,Own-child,2,0,0,0,20,United-States,0,3
30317,33,Private,196898,13,Never-married,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
30318,39,Private,58343,10,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,3
30319,18,Self-emp-inc,101061,7,Never-married,Farming-fishing,Own-child,4,1,0,0,70,United-States,0,1
30320,46,Private,415051,10,Married-civ-spouse,Sales,Husband,2,1,0,0,60,United-States,1,3
30321,24,Private,174043,13,Never-married,Other-service,Not-in-family,4,1,0,0,40,United-States,0,4
30322,28,Private,129460,11,Married-civ-spouse,Handlers-cleaners,Wife,4,0,0,0,30,Ecuador,0,3
30323,21,State-gov,110946,9,Never-married,Adm-clerical,Own-child,4,0,0,0,43,United-States,0,2
30324,22,Private,313873,7,Never-married,Craft-repair,Own-child,4,1,0,0,30,United-States,0,1
30325,61,Private,81132,3,Married-civ-spouse,Handlers-cleaners,Husband,1,1,7298,0,40,Philippines,1,1
30326,56,Federal-gov,255386,10,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,Laos,0,3
30327,21,Private,191497,10,Never-married,Sales,Own-child,4,0,0,0,20,United-States,0,3
30328,17,Private,128617,6,Never-married,Handlers-cleaners,Own-child,4,1,0,0,26,United-States,0,1
30329,29,Private,368949,10,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,40,?,1,3
30330,28,Local-gov,263600,9,Married-civ-spouse,Protective-serv,Husband,4,1,0,0,40,United-States,1,2
30331,62,Private,257277,9,Widowed,Adm-clerical,Not-in-family,4,0,0,0,38,United-States,0,2
30332,39,Private,339442,9,Separated,Machine-op-inspct,Not-in-family,2,1,2176,0,40,United-States,0,2
30333,30,Local-gov,289442,9,Never-married,Protective-serv,Not-in-family,4,1,0,0,40,United-States,0,2
30334,20,?,162667,7,Never-married,?,Unmarried,4,1,0,0,40,El-Salvador,0,1
30335,18,Local-gov,466325,7,Never-married,Adm-clerical,Own-child,4,1,0,0,12,United-States,0,1
30336,54,Private,142169,9,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
30337,49,Private,252079,10,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,1,3
30338,33,State-gov,119628,16,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,Hong,0,5
30339,50,Private,175804,13,Married-civ-spouse,Sales,Husband,4,1,0,0,40,United-States,1,4
30340,57,Private,70720,9,Married-civ-spouse,Other-service,Husband,4,1,0,0,78,United-States,0,2
30341,50,State-gov,201513,9,Divorced,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
30342,45,Private,257609,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
30343,41,Private,124692,10,Married-civ-spouse,Exec-managerial,Own-child,4,1,0,0,40,United-States,1,3
30344,23,Private,268525,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,48,United-States,0,2
30345,23,Private,250630,13,Never-married,Sales,Not-in-family,4,0,0,0,40,United-States,0,4
30346,47,Private,180277,9,Married-civ-spouse,Adm-clerical,Wife,4,0,0,0,40,Hungary,0,2
30347,39,Self-emp-not-inc,191342,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,South,0,4
30348,29,Private,250967,11,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,1887,48,United-States,1,3
30349,46,Private,153254,9,Married-civ-spouse,Machine-op-inspct,Husband,2,1,0,0,40,United-States,0,2
30350,18,Private,362600,3,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,1
30351,68,Private,171933,4,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
30352,62,Private,211408,11,Married-civ-spouse,Tech-support,Husband,4,1,0,0,40,United-States,1,3
30353,43,Private,48193,12,Married-civ-spouse,Tech-support,Husband,4,1,0,0,40,United-States,0,3
30354,35,Private,22463,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
30355,21,Private,440969,9,Never-married,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
30356,21,State-gov,164922,10,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,3
30357,41,Local-gov,134524,11,Divorced,Craft-repair,Unmarried,4,0,0,0,45,United-States,0,3
30358,61,Private,176689,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
30359,24,Private,220993,9,Never-married,Craft-repair,Not-in-family,4,1,0,0,50,United-States,0,2
30360,21,Private,512828,9,Never-married,Protective-serv,Own-child,2,1,0,0,40,United-States,0,2
30361,36,State-gov,422275,3,Married-civ-spouse,Other-service,Husband,4,1,0,0,40,Mexico,0,1
30362,37,Local-gov,65291,11,Never-married,Protective-serv,Not-in-family,4,0,0,0,40,United-States,0,3
30363,69,Private,197080,8,Married-civ-spouse,Transport-moving,Husband,4,1,9386,0,60,United-States,1,1
30364,49,Federal-gov,181657,10,Divorced,Exec-managerial,Not-in-family,4,0,0,0,50,United-States,0,3
30365,55,Private,190257,9,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,53,United-States,1,2
30366,21,Private,238068,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
30367,18,Private,337046,6,Never-married,Other-service,Own-child,4,1,0,0,40,United-States,0,1
30368,26,Private,187248,9,Married-civ-spouse,Prof-specialty,Not-in-family,2,1,0,0,40,United-States,0,2
30369,20,?,250037,10,Never-married,?,Own-child,4,0,0,0,18,?,0,3
30370,46,Private,285750,9,Married-civ-spouse,Farming-fishing,Husband,4,1,4064,0,55,United-States,0,2
30371,23,Private,260617,6,Never-married,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,1
30372,48,Private,216999,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
30373,36,Private,531055,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,1902,48,United-States,1,2
30374,42,State-gov,121265,14,Divorced,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,5
30375,41,Local-gov,184466,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,38,United-States,1,5
30376,45,Private,297676,12,Widowed,Sales,Unmarried,4,0,0,0,40,Cuba,0,3
30377,52,Private,114228,9,Divorced,Craft-repair,Not-in-family,4,1,3325,0,40,United-States,0,2
30378,22,Local-gov,121144,13,Never-married,Prof-specialty,Own-child,2,0,0,0,18,United-States,0,4
30379,20,Private,26842,10,Never-married,Machine-op-inspct,Not-in-family,4,0,2176,0,40,United-States,0,3
30380,27,Private,113054,9,Separated,Machine-op-inspct,Not-in-family,4,1,0,0,43,United-States,0,2
30381,36,Private,256636,9,Divorced,Exec-managerial,Not-in-family,4,1,0,0,40,United-States,0,2
30382,34,Private,152246,9,Married-civ-spouse,Transport-moving,Husband,0,1,0,0,52,United-States,0,2
30383,38,Private,108140,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,50,United-States,1,5
30384,20,?,203353,10,Never-married,?,Own-child,4,0,0,0,40,United-States,0,3
30385,47,Private,207207,9,Divorced,Sales,Unmarried,4,0,0,0,45,United-States,0,2
30386,21,Private,115420,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,50,United-States,0,2
30387,33,Private,80058,9,Never-married,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,2
30388,31,Local-gov,48520,12,Never-married,Protective-serv,Unmarried,4,1,0,0,40,United-States,0,3
30389,61,Private,411652,8,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,Mexico,0,1
30390,46,Private,154405,6,Married-civ-spouse,Handlers-cleaners,Husband,2,1,0,0,45,United-States,0,1
30391,55,Local-gov,104917,14,Married-civ-spouse,Prof-specialty,Husband,2,1,0,0,40,United-States,1,5
30392,19,State-gov,261422,10,Never-married,Prof-specialty,Own-child,4,1,0,0,40,United-States,0,3
30393,39,Private,48915,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,2
30394,61,Private,172037,9,Married-civ-spouse,Other-service,Husband,4,1,0,0,40,United-States,0,2
30395,28,Private,144833,10,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,3
30396,28,Private,275116,6,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,1
30397,61,?,72886,9,Married-civ-spouse,?,Husband,4,1,0,0,38,United-States,1,2
30398,61,Private,103575,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,37,United-States,0,2
30399,54,Private,200783,10,Married-civ-spouse,Sales,Husband,4,1,0,0,40,United-States,0,3
30400,50,Self-emp-inc,152810,10,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,70,Germany,0,3
30401,37,Local-gov,44694,14,Married-civ-spouse,Prof-specialty,Wife,4,0,0,0,45,United-States,1,5
30402,17,?,48703,7,Never-married,?,Own-child,4,0,0,0,30,United-States,0,1
30403,56,Private,91905,9,Married-civ-spouse,Sales,Wife,4,0,0,0,4,United-States,0,2
30404,31,Private,168906,13,Divorced,Exec-managerial,Not-in-family,4,0,0,0,50,United-States,1,4
30405,32,State-gov,147215,13,Married-civ-spouse,Exec-managerial,Wife,4,0,0,0,55,United-States,1,4
30406,28,Private,153546,7,Divorced,Other-service,Unmarried,4,0,0,0,40,United-States,0,1
30407,34,Private,35595,11,Married-civ-spouse,Tech-support,Husband,4,1,0,0,40,United-States,0,3
30408,33,Private,225507,6,Never-married,Other-service,Own-child,4,0,0,0,25,United-States,0,1
30409,42,Private,345504,11,Divorced,Adm-clerical,Not-in-family,4,0,0,0,35,United-States,0,3
30410,64,Private,137205,11,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,48,United-States,0,3
30411,29,Private,327779,10,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,20,United-States,0,3
30412,41,?,213416,3,Married-civ-spouse,?,Husband,4,1,0,0,32,Mexico,0,1
30413,45,Private,362883,10,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,3
30414,48,Private,131309,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,45,United-States,1,5
30415,44,Private,188331,10,Separated,Tech-support,Not-in-family,4,0,0,0,38,United-States,0,3
30416,34,Federal-gov,194740,10,Never-married,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,3
30417,40,Private,43711,9,Never-married,Machine-op-inspct,Not-in-family,4,1,0,0,45,United-States,0,2
30418,45,Private,187033,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,2051,40,United-States,0,2
30419,23,Private,233923,10,Never-married,Other-service,Own-child,4,0,0,0,20,United-States,0,3
30420,51,Private,84278,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,55,United-States,1,4
30421,24,Private,437666,9,Married-civ-spouse,Craft-repair,Husband,4,1,2885,0,50,United-States,0,2
30422,57,Private,186386,13,Widowed,Prof-specialty,Unmarried,4,1,10520,0,40,United-States,1,4
30423,23,Private,129767,10,Never-married,Adm-clerical,Not-in-family,4,0,0,1721,40,United-States,0,3
30424,34,Private,180284,10,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,40,United-States,1,3
30425,36,Private,108320,9,Divorced,Machine-op-inspct,Not-in-family,4,1,4101,0,40,United-States,0,2
30426,56,Self-emp-inc,75214,15,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,32,United-States,1,5
30427,42,Private,284758,9,Divorced,Exec-managerial,Unmarried,4,0,0,0,40,United-States,0,2
30428,45,Self-emp-inc,188330,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,60,United-States,0,4
30429,38,Private,333651,13,Married-civ-spouse,Prof-specialty,Husband,4,1,15024,0,70,United-States,1,4
30430,29,Local-gov,115305,11,Married-civ-spouse,Protective-serv,Husband,4,1,7688,0,40,United-States,1,3
30431,54,Private,172962,13,Divorced,Prof-specialty,Not-in-family,4,1,0,1340,40,United-States,0,4
30432,40,Private,198096,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,2
30433,29,Private,163265,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
30434,35,Federal-gov,128608,13,Never-married,Exec-managerial,Own-child,4,1,0,0,40,United-States,0,4
30435,47,Private,107460,9,Separated,Exec-managerial,Unmarried,4,0,0,0,37,United-States,0,2
30436,51,Private,251841,11,Never-married,Exec-managerial,Not-in-family,4,0,0,0,43,United-States,0,3
30437,28,Private,403671,9,Never-married,Other-service,Other-relative,4,1,0,0,40,Mexico,0,2
30438,58,Private,159378,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,45,United-States,1,2
30439,24,Private,170070,9,Never-married,Machine-op-inspct,Own-child,4,0,0,0,25,United-States,0,2
30440,46,State-gov,192323,9,Divorced,Exec-managerial,Not-in-family,4,1,0,0,40,United-States,0,2
30441,57,Private,135796,6,Married-civ-spouse,Machine-op-inspct,Husband,2,1,0,0,48,United-States,0,1
30442,22,Private,232985,9,Never-married,Handlers-cleaners,Other-relative,4,1,0,0,20,United-States,0,2
30443,28,Private,34532,13,Never-married,Tech-support,Not-in-family,2,1,0,0,30,Jamaica,0,4
30444,17,?,371316,6,Never-married,?,Own-child,4,1,0,0,25,United-States,0,1
30445,23,Private,236994,9,Never-married,Sales,Own-child,4,1,0,0,60,United-States,0,2
30446,19,Private,208366,9,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,2
30447,66,State-gov,102640,9,Widowed,Prof-specialty,Unmarried,2,0,0,0,35,United-States,0,2
30448,38,Private,111377,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,55,United-States,0,3
30449,39,Federal-gov,472166,10,Divorced,Exec-managerial,Unmarried,2,0,0,0,40,United-States,0,3
30450,39,?,86551,8,Married-civ-spouse,?,Husband,4,1,0,0,40,United-States,0,1
30451,47,Private,70943,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,5178,0,40,United-States,1,2
30452,39,Private,294919,9,Divorced,Transport-moving,Own-child,4,1,0,0,60,United-States,0,2
30453,22,Private,408383,10,Never-married,Transport-moving,Own-child,4,1,0,0,40,United-States,0,3
30454,36,Private,255454,9,Never-married,Craft-repair,Own-child,2,1,0,0,30,United-States,0,2
30455,32,Private,193260,10,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,Philippines,0,3
30456,29,?,191935,9,Never-married,?,Not-in-family,4,1,0,0,40,United-States,0,2
30457,43,Local-gov,125461,13,Never-married,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,4
30458,51,Private,97005,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
30459,42,Private,183319,3,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,60,United-States,0,1
30460,32,State-gov,167049,8,Never-married,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,1
30461,34,Private,185216,10,Never-married,Adm-clerical,Own-child,4,1,0,0,40,United-States,0,3
30462,51,Private,161838,11,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,57,United-States,0,3
30463,38,Private,165848,13,Married-civ-spouse,Sales,Husband,4,1,0,0,44,United-States,0,4
30464,21,Private,138816,9,Never-married,Handlers-cleaners,Own-child,2,1,0,0,20,United-States,0,2
30465,33,Self-emp-not-inc,99761,13,Never-married,Other-service,Not-in-family,4,0,0,0,15,United-States,0,4
30466,34,Private,112139,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
30467,32,Private,129020,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,0,2
30468,38,?,365465,11,Never-married,?,Own-child,4,1,0,0,15,United-States,0,3
30469,27,Self-emp-not-inc,259873,9,Married-civ-spouse,Other-service,Husband,2,1,0,0,60,United-States,1,2
30470,35,Self-emp-inc,89622,10,Married-civ-spouse,Sales,Husband,4,1,0,0,50,United-States,1,3
30471,29,State-gov,201556,13,Never-married,Prof-specialty,Not-in-family,4,1,0,0,50,United-States,0,4
30472,40,Private,176286,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
30473,46,Private,192894,4,Married-civ-spouse,Farming-fishing,Husband,2,1,0,0,30,United-States,0,1
30474,37,Private,172232,9,Never-married,Other-service,Unmarried,2,0,0,0,30,United-States,0,2
30475,38,Self-emp-not-inc,163204,9,Married-civ-spouse,Craft-repair,Husband,4,1,3411,0,25,United-States,0,2
30476,37,Private,265737,10,Married-civ-spouse,Exec-managerial,Husband,2,1,0,1887,60,Cuba,1,3
30477,44,Private,215304,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,45,United-States,1,4
30478,25,Private,185952,14,Never-married,Prof-specialty,Not-in-family,4,1,0,0,30,United-States,0,5
30479,38,Private,216845,9,Never-married,Sales,Unmarried,4,1,0,0,42,United-States,0,2
30480,34,Local-gov,35683,12,Divorced,Adm-clerical,Unmarried,4,0,0,0,10,United-States,0,3
30481,50,Self-emp-not-inc,371305,9,Married-civ-spouse,Sales,Husband,4,1,0,1902,60,United-States,1,2
30482,46,Private,102359,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,3
30483,20,Private,200089,3,Never-married,Handlers-cleaners,Unmarried,4,1,0,0,30,Guatemala,0,1
30484,47,State-gov,207120,11,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,38,United-States,1,3
30485,46,Private,295334,16,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,60,United-States,1,5
30486,34,Private,234537,12,Divorced,Sales,Not-in-family,4,1,0,0,40,United-States,0,3
30487,61,Private,142922,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
30488,55,State-gov,181641,10,Divorced,Prof-specialty,Not-in-family,2,0,0,0,37,United-States,0,3
30489,36,Private,185325,9,Never-married,Transport-moving,Not-in-family,4,1,0,0,35,United-States,0,2
30490,28,Private,167336,10,Never-married,Exec-managerial,Not-in-family,4,0,10520,0,40,United-States,1,3
30491,22,Private,379778,9,Never-married,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
30492,34,Private,176117,10,Never-married,Sales,Own-child,2,0,0,0,35,United-States,0,3
30493,33,Private,100228,10,Never-married,Machine-op-inspct,Not-in-family,2,1,0,0,40,United-States,0,3
30494,27,Private,150296,9,Never-married,Other-service,Own-child,4,0,0,0,32,United-States,0,2
30495,43,Federal-gov,25005,14,Married-civ-spouse,Handlers-cleaners,Husband,4,1,5013,0,12,United-States,0,5
30496,55,Private,134120,6,Married-civ-spouse,Craft-repair,Husband,4,1,99999,0,40,United-States,1,1
30497,39,Self-emp-not-inc,251710,6,Married-spouse-absent,Other-service,Not-in-family,4,0,0,1721,15,United-States,0,1
30498,20,Private,653574,10,Never-married,Other-service,Own-child,4,1,0,0,33,El-Salvador,0,3
30499,38,Private,175441,9,Never-married,Handlers-cleaners,Not-in-family,2,1,0,0,40,United-States,0,2
30500,30,Private,333119,10,Never-married,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
30501,21,Private,89154,7,Never-married,Other-service,Own-child,4,1,0,0,42,El-Salvador,0,1
30502,60,Private,198727,9,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,30,United-States,0,2
30503,43,Private,87284,10,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,3
30504,36,Private,180686,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,45,United-States,1,2
30505,23,Private,227070,10,Never-married,Other-service,Unmarried,4,0,0,0,48,El-Salvador,0,3
30506,57,Local-gov,189824,10,Married-civ-spouse,Handlers-cleaners,Husband,2,1,7298,0,40,United-States,1,3
30507,25,Local-gov,348986,9,Never-married,Handlers-cleaners,Other-relative,2,1,0,0,40,United-States,0,2
30508,38,Private,96185,9,Divorced,Other-service,Unmarried,2,0,0,0,32,United-States,0,2
30509,22,Private,112693,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,35,United-States,0,2
30510,23,Private,417605,3,Never-married,Craft-repair,Not-in-family,4,1,0,0,40,Mexico,0,1
30511,61,Self-emp-not-inc,140300,9,Never-married,Sales,Not-in-family,4,0,0,0,44,United-States,0,2
30512,28,Private,340408,10,Divorced,Craft-repair,Not-in-family,4,1,0,0,46,United-States,0,3
30513,17,?,187539,7,Never-married,?,Own-child,4,0,0,0,10,United-States,0,1
30514,21,Private,237051,10,Never-married,Other-service,Own-child,4,0,0,0,25,United-States,0,3
30515,49,Private,175622,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,0,5
30516,37,Private,389725,8,Divorced,Craft-repair,Own-child,4,1,0,0,35,United-States,0,1
30517,23,Private,182812,10,Never-married,Other-service,Own-child,4,0,0,0,40,Dominican-Republic,0,3
30518,38,Self-emp-not-inc,245372,10,Married-civ-spouse,Prof-specialty,Husband,4,1,3137,0,50,United-States,0,3
30519,34,Local-gov,93886,13,Married-civ-spouse,Prof-specialty,Wife,4,0,0,0,46,United-States,1,4
30520,21,Private,502837,9,Never-married,Machine-op-inspct,Own-child,4,0,0,0,40,Peru,0,2
30521,27,State-gov,212232,10,Married-civ-spouse,Exec-managerial,Husband,2,1,0,0,40,United-States,1,3
30522,57,Private,300104,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,84,United-States,1,2
30523,22,Private,156933,9,Never-married,Handlers-cleaners,Own-child,2,1,0,0,25,United-States,0,2
30524,20,Private,286734,10,Never-married,Adm-clerical,Not-in-family,3,0,0,0,35,United-States,0,3
30525,49,Self-emp-inc,143482,10,Married-civ-spouse,Prof-specialty,Wife,4,0,0,0,65,United-States,1,3
30526,38,Private,226357,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
30527,40,Private,104892,13,Married-civ-spouse,Tech-support,Husband,4,1,0,0,40,United-States,0,4
30528,44,Private,223194,9,Married-civ-spouse,Craft-repair,Husband,2,1,0,1485,40,Haiti,0,2
30529,37,Self-emp-not-inc,272090,10,Married-civ-spouse,Adm-clerical,Wife,4,0,0,0,20,United-States,0,3
30530,57,Private,204816,14,Divorced,Prof-specialty,Not-in-family,4,1,0,0,30,United-States,0,5
30531,56,Private,230039,4,Never-married,Other-service,Own-child,4,0,0,0,30,United-States,0,1
30532,41,Private,242619,12,Divorced,Prof-specialty,Not-in-family,4,1,0,0,80,United-States,0,3
30533,50,Self-emp-not-inc,131982,9,Married-civ-spouse,Other-service,Husband,1,1,0,0,60,South,0,2
30534,33,Private,87310,5,Never-married,Machine-op-inspct,Not-in-family,4,1,0,0,50,United-States,0,1
30535,29,Private,134566,14,Married-civ-spouse,Sales,Husband,4,1,0,0,20,United-States,0,5
30536,28,Federal-gov,163862,13,Married-civ-spouse,Exec-managerial,Husband,4,1,5178,0,40,United-States,1,4
30537,35,Private,239409,6,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,50,United-States,0,1
30538,36,Private,203717,9,Divorced,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,2
30539,45,Private,172274,16,Divorced,Prof-specialty,Unmarried,2,0,0,3004,35,United-States,1,5
30540,30,Self-emp-not-inc,65278,12,Never-married,Craft-repair,Own-child,4,1,0,0,40,United-States,0,3
30541,35,Self-emp-inc,135289,9,Married-civ-spouse,Other-service,Husband,4,1,0,0,60,United-States,0,2
30542,27,Private,246974,11,Married-civ-spouse,Sales,Husband,4,1,0,0,40,United-States,0,3
30543,22,Private,180060,9,Never-married,Exec-managerial,Not-in-family,4,1,0,0,40,Yugoslavia,0,2
30544,24,Private,118023,10,Never-married,Handlers-cleaners,Own-child,4,1,0,0,30,United-States,0,3
30545,47,Private,102308,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,50,United-States,1,4
30546,47,Private,45564,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,3
30547,18,Private,137646,7,Never-married,Other-service,Own-child,4,0,0,0,15,United-States,0,1
30548,18,Private,237646,10,Never-married,Adm-clerical,Own-child,4,1,0,0,30,United-States,0,3
30549,31,Local-gov,189843,9,Divorced,Protective-serv,Not-in-family,4,1,0,0,47,United-States,1,2
30550,43,Self-emp-not-inc,118261,14,Divorced,Other-service,Unmarried,4,0,0,0,30,United-States,0,5
30551,45,Private,288437,9,Married-civ-spouse,Transport-moving,Husband,3,1,4064,0,40,United-States,0,2
30552,39,Private,106347,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
30553,30,Private,316471,13,Never-married,Adm-clerical,Not-in-family,4,1,0,0,50,United-States,0,4
30554,22,Private,50058,10,Never-married,Adm-clerical,Not-in-family,4,0,0,0,35,United-States,0,3
30555,30,Self-emp-not-inc,182089,9,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,85,United-States,0,2
